folder,formula,ismetal,H-mass,e-mass,bandgap,bandgap_type,formation_energy_per_atom,ehull,ε∥ ,ε⊥ 
1,Bi2I2O,True,,,-2.7898,Indirect,-0.5297501,0.594526347,,
2,Bi2K2Mn,True,,,-0.4612,Indirect,0.697860414,1.108021287,,
3,Bi2O3,False,2.023,-4.166,2.6442,Indirect,-1.98661011,0.2507593,,
4,Bi7Br8Rh,False,1.071,0.373,0.9361,Indirect,-0.7836891181250001,0.125187943,,
5,AlCl8Nb,False,-0.55,-5.422,2.067,Indirect,-1.4819039604,0.0818363,,
6,BiF20Sb3,False,-21.86,-16.568,2.0573,Indirect,-2.074108647916667,0.014700563,,
7,BiF9Xe,False,60.515,-9.954,1.9416,Indirect,-1.1793175545454544,0.023027273,,
8,BiO5Re,False,6.173,-17.123,2.6933,Indirect,-2.357836642857143,0.168317202,,
9,BiTe2Th2,True,,,-2.0244,Indirect,0.1484343899999999,1.299244263,,
10,Br12TeZr2,False,-4.413,-2.497,2.4258,Indirect,-1.4257027200666663,0.092901667,,
11,Br2C3O,False,20.533,4.141,1.2267,Indirect,-0.3858275933333335,0.387942125,,
12,Br2CSe4,False,-2.98,23.731,1.3285,Indirect,-0.1452651085714283,0.340275693,,
13,Br2CuN2,True,,,-0.5708,Indirect,0.6222678280000002,1.43135479,,
14,Br2Dy2O,True,,,-0.2914,Indirect,-1.597014542,1.259799131,,
15,Br2Er2O,True,,,-0.2772,Indirect,-1.6208138120000002,1.227446767,,
16,Br2FPb2,True,,,-2.0636,Indirect,-0.7984197720000001,0.74539856,,
17,Br2FSm2,True,,,-0.5044,Indirect,-1.486109232,0.872077503,,
18,Br2FTm2,True,,,-0.5786,Indirect,-1.547624292,0.81959998,,
19,Br2FYb2,True,,,-0.6042,Indirect,-1.551480412,0.55154022,,
20,Br2Ge2S3,False,12.895,3.42,2.3175,Indirect,-0.5567802488571425,0.051520143,,
21,Br2Ho2O,True,,,-0.2605,Indirect,-1.6052190320000002,1.246997862,,
22,Br2La2O,True,,,-0.1519,Indirect,-1.571552712,1.281742875,,
23,Br2Lu2O,True,,,-0.3441,Indirect,-1.6560324719999997,1.202444953,,
24,Br2N2Zn,True,,,0.2235,Indirect,0.170690558,0.896071711,,
25,Br2NP,False,21.556,-3.483,3.0378,Indirect,-0.5233450347499997,0.047571075,3.438378964,3.679346451
26,Br2NTh2,True,,,-0.4715,Indirect,-0.6812595020000003,1.28795653,,
27,Br2NU2,True,,,-0.3386,Indirect,-0.2603739419999996,1.3975402,,
28,Br2Nd2O,True,,,-0.2132,Indirect,-1.4749922020000004,1.35109835,,
29,AgF9Xe,False,6.679,-6.368,1.5684,Indirect,-0.6226171272727273,0.008537586,,
30,Br2O3,False,49.814,-69.491,1.9605,Direct,-0.7700749520000001,0.3144466,,
31,Br2OPr2,True,,,-0.2088,Indirect,-1.508048792,1.355071417,,
32,Br2OPu2,True,,,-0.2252,Indirect,-0.444418812,1.135154383,,
33,Br2OS,False,3.42,-3.399,2.6398,Direct,-0.9443277885,0.103487594,,
34,AlI3,False,10.655,-2.274,3.0725,Indirect,-0.6116931250000001,0.093639,3.244740188,2.621894355
35,Br2OSm2,True,,,-0.2287,Indirect,-1.510062172,1.32726635,,
36,Br2OTb2,True,,,-0.2493,Indirect,-1.5766649788000002,1.271973093,,
37,Br2OU2,True,,,-0.4226,Indirect,-1.1237293119999996,1.240120175,,
38,Br2OY2,True,,,-0.2142,Indirect,-1.6521583120000003,1.216720417,,
39,Br2OYb2,True,,,-0.3419,Indirect,-1.644861752,0.99560572,,
40,Br2O,False,4.115,-1.809,1.9376,Indirect,-0.4786662866666666,0.36623915,,
41,Br2P4Se3,False,2.037,-2.469,2.2095,Direct,-0.3074450306666665,0.104377861,,
42,Br2S7Te,False,8.809,5.608,2.0119,Indirect,-0.1240454493000001,0.08411905,,
43,Br2Si,False,54.101,-39.716,2.408,Indirect,-0.9894395422222222,0.093370636,,
44,Br2Th,False,-12.095,-8101.586,0.5104,Direct,-0.3303739366666667,1.582748283,,
45,Br3CF,False,-4.125,-3.517,3.2528,Direct,-0.493203418,0.293328738,,
46,Br3Ga,False,32.836,-2.4,3.2053,Indirect,-1.09878964975,0.067777075,3.025970271,2.467058449
47,Br3InSn,False,8.191,1.954,2.9426,Indirect,-0.9153734746000002,0.1710879,,
48,Br3NSe2,False,-21.492,8070.842,1.2089,Indirect,-0.1215734733333331,0.388679792,,
49,Br3OP,False,8.711,-35.787,3.2789,Indirect,-1.2646878938,0.09220405,3.383336642,3.946941739
50,Br3P,False,-1.407,2.971,3.2049,Indirect,-0.6295962672500001,0.1017562,,
51,Br3Re3S4,False,1.583,-0.145,0.0291,Direct,-0.5320177816000005,0.139134383,,
52,AlI6Sb,False,2.422,-58.017,2.0443,Indirect,-0.4821795625,0.0759465,,
53,Br3Re3Te4,True,,,-0.0023,Indirect,-0.3250681440000001,0.060462271,,
54,Br3Sb,False,4.963,-2.624,2.8128,Indirect,-0.8616710225,0.1490062,,
55,Br3Si,False,8.497,-2.259,4.1117,Indirect,-1.1149571725,0.067472316,3.883941122,4.1323222
56,Br3Tl,False,2.268,-1.307,1.1406,Indirect,-0.6294135,0.208667447,,
57,Br4C4S,False,7.305,-7.52,2.7602,Direct,0.0624604428888883,0.338912354,,
58,Br4C4Se,False,10.9,-5.323,2.7869,Direct,0.0905605422222224,0.484603667,,
59,Br4C,,,,,Direct,-0.093606559,0.355457075,,
60,Br4Ge,False,34.219,-5.421,2.9108,Direct,-0.8872817340000001,0.131906325,,
61,Br4ReTe2,False,10.008,0.801,2.0492,Indirect,-0.5818515957142859,0.064789786,,
62,Br4Sn,False,13.938,-4.745,2.5397,Direct,-0.956075654,0.10380775,,
63,Br4Te,False,3.965,5.876,2.421,Indirect,-0.723455909,0.06729015,,
64,Br5Nb,False,-1.764,-6.97,1.4959,Indirect,-1.3245176083333334,-0.005261125,,
65,Br5Pa,False,3.05,12.376,1.845,Indirect,-1.7755731166666664,0.066208125,,
66,As2O3,False,3.903,-2.719,3.4951,Direct,-2.05136538,0.07753395,3.998076986,3.164016175
67,Br5Re3Se2,False,11.343,-5.993,1.7094,Direct,-0.7145315800000003,0.02234345,,
68,Br5ReTe3,False,17.228,8.324,1.4113,Indirect,-0.500661336111111,0.120927911,,
69,Br5Ta,False,-15.208,-10.054,1.9981,Indirect,-1.3116825805,0.059426458,,
70,Br5W,False,3.576,-4.262,0.1446,Direct,-0.9958857333333334,0.101159972,,
71,Br6PdSe2,False,0.346,-4.865,1.4995,Indirect,-0.6080811366666667,0.065186911,,
72,As2O9S2,False,5.312,1.304,4.2264,Indirect,-2.178978706769231,0.055883077,10.74565388,3.717534965
73,Br6Te,False,0.979,0.38,0.4558,Indirect,-0.4530882007142857,0.267554782,,
74,Br6W,False,-3.009,-2.129,1.0972,Indirect,-0.9763356257142858,0.104431071,,
75,Br7Re3,False,-3.518,19656.132,0.5897,Indirect,-0.5542623360000001,0.148021328,,
76,Br8Ga2Pd,False,2.68,6.222,1.4088,Indirect,-0.9937361189090907,0.067830955,,
77,As2P2S7,False,13.219,-7.851,2.5403,Indirect,-0.111075646909091,0.092733545,7.150102826,3.88458775
78,Br8S9Ta4,False,8.524,5.769,1.2891,Indirect,-0.983762810380952,0.048983095,,
79,Br9IrSe3,False,-1.082,-5.041,1.7257,Indirect,-0.6513268015384616,0.0851125,,
80,Br9TaTe,False,-9.579,-84.531,2.1252,Indirect,-1.0350415934545456,0.072266091,,
81,Br9TeW,True,,,1.1097,Indirect,-0.854516654090909,0.103301939,,
82,BrCF2,False,-2.277,-10.511,4.3846,Indirect,-1.0813431949999996,0.187311328,,
83,BrCN,False,-16.733,0.794,5.1215,Indirect,0.4138789233333331,0.60410041,,
84,BrFO2,False,-1.75,5.875,2.7953,Indirect,-0.94027152,0.21695459,,
85,BrHgI,False,0.746,-21.178,1.9231,Indirect,-0.4338027766666665,0.066198786,,
86,BrHg,False,4.204,0.335,2.3309,Indirect,-0.495322515,0.15436225,,
87,BrSYb,False,2504332.975,-37691.332,0.0092,Indirect,-0.1174093246666663,1.526556625,,
88,As4S3,False,1.44,1.792,2.0299,Indirect,-0.0234142474285715,0.147543748,,
89,BrSe,False,2.75,-5.696,1.7878,Indirect,-0.4620526525,0.13219915,,
90,As4S5,False,1.964,4.197,1.8187,Indirect,-0.0785100188888891,0.109828097,,
91,C12F10S,False,12.229,-11.872,3.3024,Indirect,-0.6930704823478259,0.310836685,,
92,C13Cl12,False,-3.1,-32.239,2.4447,Indirect,-0.0079263502399999,0.181778728,,
93,C2Cl6S7,False,3.975,0.774,2.6826,Indirect,-0.0726798690666669,0.11219735,,
94,C2F6O3,False,-17.959,12.814,4.2766,Indirect,-1.639831881818182,0.157652625,,
95,C2F6S,False,-12.918,-13.535,4.1051,Indirect,-1.2459762771111111,0.256377417,,
96,C2IO,False,2.966,-42.113,2.1515,Direct,-0.2695552875000002,0.622070319,,
97,C2IS3,False,-0.438,2.405,1.8473,Indirect,0.2848941113333332,0.317855983,,
98,C2N2O,False,18.202,15.961,2.2118,Indirect,-0.1934988866666666,0.490924596,,
99,C2N2S3,False,63.563,-2.303,2.5648,Direct,0.4702343168571425,0.47628344,,
100,C2N2S9,False,-2.045,-5.638,2.5186,Indirect,0.3095722041538462,0.31156566,,
101,C2N2S,False,-3.871,-3.322,3.9535,Direct,0.6817466812000006,0.691310717,,
102,As4Se3,False,-13.873,-4.616,1.7948,Indirect,-0.1720159000000001,0.1843678,,
103,C2N2Se3,False,20.317,-7.033,1.999,Indirect,0.3406292714285714,0.502005119,,
104,C2N2Se,False,-2.237,-2.122,3.5996,Direct,0.6618573599999997,0.740924454,,
105,C2O2Si,True,,,-1.5609,Indirect,-0.8242775899999998,1.5325317,,
106,C2S,False,5.637,-3.605,2.4445,Indirect,0.2978403436666674,0.339445625,,
107,Ac2Br2O,True,,,-0.1286,Indirect,-1.696390902,1.250868287,,
108,C2Zn,False,14.904,-4.259,1.4862,Indirect,1.3616208333333333,1.4045625,,
109,C3Cl2O,False,11.092,7.673,1.301,Indirect,-0.4418272876666673,0.258856387,,
110,C3F2I,False,40.052,-8.096,3.0442,Direct,-0.4116621416666668,0.377540942,,
111,AsB2Cl2,False,2.529,6.422,3.2847,Indirect,-0.7110490752000004,0.231031708,,
112,C3F2O,False,30.634,7.858,1.5747,Indirect,-0.9315244000000008,0.404692854,,
113,C3F5,False,24552.682,39.775,4.5792,Indirect,-1.1946581875,0.224713125,,
114,C3IN,False,-2.858,-10.069,2.1294,Indirect,1.82848404,1.86590313,,
115,C3Mg2,False,2.778,-1.365,1.7972,Direct,0.4782623820000005,0.51922559,,
116,C3N3P,False,-79.167,-9.169,4.4353,Indirect,0.6834396887142853,0.827648744,,
117,AsBr3,False,-10.888,-2.192,3.0235,Indirect,-0.7500813350000001,0.106666638,,
118,C3N4,False,5.999,-7.275,5.1734,Indirect,0.8173189999999997,0.825808196,,
119,C3O2S3,False,44.036,33.843,1.3425,Indirect,-0.4800361227500005,0.382982625,,
120,C3O2,False,-54.379,-3.943,3.9148,Indirect,-0.78970694,0.59276595,,
121,C3OS4,False,6.055,1.499,2.269,Indirect,-0.1320839344999997,0.310527953,,
122,C3OS7,False,-11.973,6.457,1.8183,Indirect,-0.0746576598181815,0.246495125,,
123,AsC3N3,False,29.016,-13.093,4.5954,Indirect,0.749113992857143,0.762870946,,
124,C3S4,False,-72.969,-4.957,1.2083,Indirect,0.3167889820000005,0.342557321,,
125,C3S8,False,9.107,-17.067,1.4413,Indirect,0.2643071134545455,0.279709455,,
126,C4Cl2N,False,10.437,-4.661,2.6077,Indirect,0.160434803428571,0.278248386,,
127,C4Cl3N,False,140.361,-256.582,2.2507,Indirect,-0.0097903986250003,0.134062381,,
128,C4Cl5,,,,,Direct,-0.0387167572222221,0.170810333,,
129,C4F6Hg,False,-6.573,0.974,3.6411,Indirect,-0.7457057363636362,0.509213136,,
130,C4F6O5,False,-192.651,31.088,5.2914,Indirect,-1.91259936,0.117671242,,
131,C4O2S,,,,,Direct,-0.4559188991428574,0.540281571,,
132,C4O2Se,False,27.844,-13.739,1.7363,Indirect,-0.4113989142857142,0.653621393,,
133,C4O4Os,False,112.702,-25.864,3.0381,Direct,-1.2695153777777777,0.252418389,,
134,C4O4Ru,False,2.14,-17.903,2.1823,Indirect,-1.2960641555555554,0.238898806,,
135,AsCF3,False,99.854,-2.78,3.4052,Direct,-1.1966150000000002,0.53675325,,
136,C5Cl4,False,-4.484,8.256,2.0851,Indirect,-0.0269543613333335,0.153422711,,
137,C5N4,False,15.894,-6.546,5.6757,Indirect,0.7587938333333332,0.774661495,,
138,C5O5Tc,False,-11.187,-11.216,2.8843,Indirect,-1.332391431818182,0.306747034,,
139,AsCl3O,False,4.762,-12.979,2.4565,Indirect,-0.9788453678,0.05270705,,
140,C6CrO6,False,8.768,-3.739,3.4352,Direct,-1.3890796269230772,0.235906224,,
141,C6F7I,False,-3.575,19.225,3.0214,Indirect,-0.790830239285715,0.358468975,,
142,AsCl3,False,3.169,-3.533,3.8077,Indirect,-0.75369468475,0.067561625,4.82861165,4.310211067
143,C6MoO6,False,6.386,-2.875,3.0601,Direct,-1.3607341999999991,0.388427829,,
144,C6O6W,False,4.3,-2.345,2.9085,Direct,-1.386960738461538,0.49901449,,
145,C7Cl5,False,-10.097,1.735,2.0724,Indirect,-0.006910880416667,0.166178687,,
146,C7Cl8,,,,,Direct,-0.0319095002666671,0.171787587,,
147,C8Cl3F2,False,4.4,-7.259,2.0715,Direct,-0.2746309799230776,0.183373119,,
148,C8Cl4O3,False,-17.368,3.726,2.5749,Indirect,-0.6241671367999999,0.168917852,,
149,C8Cl5,False,-36.326,2.999,2.0116,Indirect,-0.008416543461539,0.156264365,,
150,CCdN2,True,,,-0.6946,Indirect,1.5386643750000006,1.54023231,,
151,CCl18W6,False,-12.948,-47.679,0.9369,Direct,-1.13818758536,0.04308632,,
152,AsCl5,False,-4.783,3.284,1.6763,Indirect,-0.4737341441666667,0.118779204,,
153,CCl2F2,False,5.807,1.522,5.6583,Indirect,-0.9715330851999996,0.06476434,2.468113212,2.563341958
154,CCl2O,False,34.69,-17.444,4.3752,Direct,-0.9173879939999998,0.101749019,,
155,CCl2S,False,-0.885,-7.865,2.5645,Direct,0.0424166324999997,0.250240275,,
156,CCl3F,False,8.356,-3.358,4.6992,Direct,-0.5721337677999999,0.08284351,2.731275946,3.012256287
157,CCl3,False,-37.173,-8.197,4.5438,Indirect,-0.196173516,0.064366106,2.545488589,2.11159642
158,CCl4,,,,,Direct,-0.1944415753999998,0.079215555,,
159,CCl7Si3,False,-1510.862,20979.085,4.0594,Indirect,-1.0888065400909086,0.106083737,,
160,CCl8Si3,False,-9.851,12.053,4.4227,Indirect,-1.1372092294999998,0.097218125,2.944805708,2.770860612
161,CClF3,False,22.104,-17.938,6.6789,Direct,-1.3854367026000003,0.03218087,2.51103327,3.396723728
162,CClN3,True,,,0.1242,Indirect,0.6654251874000003,0.730245439,,
163,CClN,False,7.756,418.524,3.7492,Indirect,0.0238219234444443,0.142797759,,
164,CF2Te,False,18.532,-1.092,1.6182,Indirect,-0.6641606687500001,0.689218185,,
165,CF2,False,-4.137,2.753,4.7456,Indirect,-1.2611299333333337,0.248614333,,
166,CF3I,False,4.023,0.434,3.5276,Indirect,-1.1531771500000003,0.21490133,,
167,AsF3,False,-49.335,1077.428,5.4945,Indirect,-2.084843375,0.065922688,8.854146907,3.802889775
168,CF,False,-56.409,-26.086,4.4143,Direct,-0.8301380333333336,0.318114417,,
169,CI12Zr6,False,-3.761,10.176,0.3122,Indirect,-0.9606659788421054,0.104748805,,
170,CI2,False,3.557,-2.572,2.0038,Indirect,0.5934761333333333,0.667022933,,
171,CI4,False,-31.038,-2.424,1.2545,Indirect,0.59387606,0.66937682,,
172,CIN,False,2.442,-2.33,4.5687,Direct,0.665987733333333,0.700558022,,
173,CI,False,10.696,-11.118,2.5098,Indirect,1.0410962874999998,1.112200638,,
174,CN2S2,False,10.716,-8.729,0.2117,Direct,0.4580670624000002,0.458745008,,
175,CN2S,False,3.299,-4.704,1.9134,Direct,0.378680664,0.380212635,,
176,CN2Te,False,-0.681,-0.18,0.6364,Direct,0.584482531249999,0.607148694,,
177,AsF5,False,10.439,-15.595,4.7366,Direct,-1.9718681333333328,0.02223225,2.772778811,2.794523636
178,CN4S3,False,-22.079,5.387,1.7826,Indirect,0.5721963397500005,0.568174505,,
179,CN6O,False,17.675,-15.594,3.7491,Indirect,0.1830891125000002,0.59743569,,
180,CNO,False,-176.554,38339.081,3.7072,Indirect,-0.5514053666666676,0.580874049,,
181,CNS2,False,-9.14,-3.221,2.7088,Direct,0.4491852654999997,0.454135979,,
182,CNS3,False,10.884,-10.884,2.8921,Direct,0.3741805935999999,0.377593533,,
183,CNSe,False,-4.969,8.141,2.3139,Indirect,0.5224626000000002,0.645814701,,
184,COS,False,-18.023,-2.87,4.7955,Direct,-0.9221155646666664,0.218402958,,
185,AsF7Kr,False,21.514,-16.645,2.3782,Direct,-1.3798401722222222,0.017599444,,
186,CS2,False,1.548,-1.607,3.2113,Direct,0.365962437333333,0.385396,,
187,CS3,False,-18.333,-6.045,1.5441,Indirect,0.5753406795,0.589231312,,
188,Al2Cl8Cr,False,9.645,-9.003,1.803,Indirect,-1.436485295818182,0.050921953,,
189,CSe2,False,2.547,-3.727,2.3375,Direct,0.5150508666666666,0.855643667,,
190,AsI3,False,6.519,1.784,1.9818,Indirect,-0.04020914375,0.240940181,,
191,Ce2Cl2O,True,,,-0.2306,Indirect,-1.4577110952,1.43337264,,
192,Cl10O7Si6,False,10.052,1.492,5.5581,Indirect,-2.490858253478261,0.039825,3.430459202,3.781526858
193,Cl10PdTe2,False,7.426,-4.873,2.0252,Direct,-0.6643490792307692,0.047958788,,
194,Cl11F4Sb3,False,-5.382,22.472,1.7229,Indirect,-1.1326306162777775,0.044123028,,
195,AsN9,False,10.767,2.043,3.5237,Indirect,0.6732764950000003,0.6605508,,
196,Cl13F7Sb4,False,-11.13,-35.18,1.7777,Indirect,-1.2585376362083334,0.040685667,,
197,Cl16MoTe3,False,-16.402,-17.851,0.5147,Indirect,-0.7443385066499999,0.079372494,,
198,Cl2CrO2,False,4.449,21.181,2.2066,Indirect,-1.8036735752,-0.358404713,,
199,Cl2CuH2,True,,,0.9956,Direct,-0.6187884652,0.506316926,,
200,Cl2CuO2,True,,,0.0206,Indirect,-1.0309820452,0.32516171,,
201,Cl2Dy2O,True,,,-0.124,Indirect,-1.6211840752,1.296384464,,
202,Cl2Er2O,True,,,-0.1743,Indirect,-1.6487043452,1.276141267,,
203,AsS2Th2,True,,,-1.9448,Indirect,0.3267765423999996,2.2218422,,
